A,B,C,Desc,Answer
0.59,-3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2562
1.94,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2563
0.7,2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2564
1.41,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2565
0.22,2.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2566
-0.26,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2567
0.15,-3.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2568
1.37,2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2569
1.12,-2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2570
-0.43,1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2571
1.81,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2572
0.32,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2573
0.58,-0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2574
1.41,0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2575
0.95,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2576
1.78,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2577
0.42,-0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2578
1.22,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2579
-0.21,1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2580
-0.31,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2581
1.42,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2582
1.26,-1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2583
-0.18,-1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2584
1.66,0.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2585
0.88,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2586
0.54,2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2587
0,-1.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2588
1.39,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2589
0.54,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2590
-0.2,0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2591
0.28,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2592
1.97,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2593
1.34,-2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2594
1.35,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2595
0.13,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2596
1.78,3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2597
-0.04,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2598
-0.01,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2599
0.44,1.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2600
0,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2601
0.6,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2602
-0.05,-3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2603
1.9,-2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2604
-0.35,-2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2605
1.99,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2606
-0.09,-2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2607
0.31,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2608
0.49,-0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2609
0.69,3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2610
1.82,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2611
-0.49,-2.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2612
0.12,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2613
0.7,-2.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2614
0.91,3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2615
-0.4,3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2616
0.87,-2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2617
0.24,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2618
-0.15,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2619
1.21,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2620
-0.3,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2621
1.46,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2622
-0.32,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2623
1.24,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2624
0.18,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2625
0.49,-3.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2626
0.84,2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2627
1.84,-3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2628
1.53,2.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2629
1.92,0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2630
-0.29,-0.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2631
0.77,-2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2632
1.66,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2633
1.74,0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2634
0.51,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2635
0.72,0.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2636
-0.25,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2637
0.8,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2638
-0.15,1.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2639
0.02,1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2640
1,3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2641
1.32,-3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2642
1.5,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2643
2,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2644
-0.21,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2645
0.6,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2646
1.35,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2647
-0.43,2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2648
0.46,1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2649
-0.44,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2650
1.66,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2651
-0.31,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2652
1.29,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2653
1.07,0.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2654
0.33,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2655
0.59,0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2656
0.07,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2657
0.78,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2658
1.3,3.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2659
-0.35,1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2660
0.84,3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2661
-0.35,1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2662
0.51,1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2663
0.55,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2664
1.23,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2665
0.95,2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2666
1.02,-2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2667
1.13,3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2668
1.3,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2669
1.34,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2670
1.55,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2671
0.05,3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2672
-0.35,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2673
-0.02,1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2674
1.33,-2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2675
1.61,1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2676
0.98,-3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2677
-0.02,-1.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2678
1.71,0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2679
-0.1,3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2680
1.82,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2681
0.5,-0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2682
1.79,-3.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2683
1.76,0.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2684
0.6,2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2685
0.24,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2686
0.96,1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2687
0.66,1.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2688
1.1,1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2689
0.78,-3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2690
-0.38,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2691
-0.07,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2692
1.81,1.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2693
1.48,2.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2694
1.11,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2695
0.37,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2696
0.31,-0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2697
1.44,-0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2698
1.09,0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2699
-0.08,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2700
0.75,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2701
1.12,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2702
0.81,-3.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2703
-0.35,3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2704
0.43,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2705
1.42,-3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2706
0.73,-0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2707
0.46,-0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2708
1.11,-1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2709
0.81,1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2710
1.66,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2711
1.14,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2712
1.92,-1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2713
0.39,-3.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2714
-0.03,1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2715
0.57,-1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2716
0.77,-3.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2717
-0.48,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2718
0.79,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2719
0.06,-1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2720
-0.02,-0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2721
1.63,-3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2722
1.92,-1.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2723
-0.46,2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2724
0.75,1.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2725
-0.13,1.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2726
0.95,-0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2727
0.82,3.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2728
1.14,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2729
0.06,-1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2730
1.53,-0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2731
1.99,3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2732
0.88,-1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2733
-0.23,-3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2734
1.18,-2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2735
0.64,-2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2736
1.78,1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2737
1.89,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2738
-0.48,0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2739
-0.18,-1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2740
0.18,-2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2741
0.57,-0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2742
1.79,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2743
0.37,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2744
-0.01,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2745
-0.06,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2746
0.79,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2747
-0.07,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2748
1.51,0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2749
1.91,-2.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2750
1.85,-1.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2751
0.51,1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2752
-0.36,-2.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2753
1.28,-3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2754
-0.23,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2755
-0.26,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2756
1.54,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2757
1.49,1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2758
-0.23,-2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2759
0.89,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2760
1.67,1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2761
-0.26,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2762
1.05,-1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2763
-0.06,-3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2764
1.62,1.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2765
0.36,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2766
0.05,2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2767
0.71,2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2768
0.81,-0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2769
0.2,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2770
0.31,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2771
1.26,-0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2772
1.62,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2773
0.03,-0.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2774
0.11,1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2775
1.71,2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2776
0.96,1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2777
0.21,-3.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2778
0.1,-2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2779
2,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2780
0,0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2781
1.59,2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2782
1.2,0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2783
0.62,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2784
-0.13,2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2785
0.28,-3.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2786
0.93,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2787
1.39,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2788
1.69,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2789
1.7,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2790
1.45,-0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2791
1.85,2.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2792
0.75,2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2793
1.65,0.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2794
0.2,1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2795
-0.34,3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2796
-0.43,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2797
1.58,-1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2798
0.79,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2799
1.88,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2800
1.52,-2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2801
-0.37,-1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2802
1.5,1.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2803
0.26,0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2804
0.73,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2805
0.49,-3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2806
0.54,0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2807
1.85,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2808
-0.06,-3.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2809
1.08,-1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2810
1.87,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2811
1.42,3.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2812
1.45,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2813
1.6,0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2814
-0.17,1.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2815
0.53,-1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2816
1.84,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2817
-0.2,3.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2818
1.91,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2819
1.53,-1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2820
1.57,2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2821
1.03,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2822
1.19,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2823
0.08,3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2824
0.3,-2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2825
0.15,0.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2826
1.23,1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2827
0.66,0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2828
1.29,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2829
1.55,0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2830
1.46,-3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2831
1.46,0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2832
1.33,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2833
-0.43,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2834
0.29,2.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2835
1.98,-3.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2836
1.58,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2837
0.65,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2838
1.66,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2839
-0.04,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2840
-0.34,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2841
1.98,-1.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2842
-0.06,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2843
1.16,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2844
1.74,1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2845
1.99,1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2846
-0.18,-0.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2847
1.04,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2848
1.88,0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2849
0.56,-2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2850
-0.44,-1.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2851
-0.23,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2852
0.05,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2853
1.2,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2854
0.34,-3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2855
0.47,3.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2856
0.09,1.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2857
0.77,-2.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2858
-0.45,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2859
0.88,3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2860
-0.46,-1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2861
-0.02,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2862
2,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2863
0.19,0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2864
-0.11,2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2865
0.69,1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2866
1.97,2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2867
